risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,72.7252833333,stock,20.0,short_time_horizon,9051d9f9b78f807258d7432335ff7c43
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1500.0,short_time_horizon,7bdd363a352211cb6c86cc4546e36eab
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,long_time_horizon,8cbbe14e0a2faeac7498765fccb13233
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.0,stock,50.0,long_time_horizon,f4b2de43279fb7220ed3f014bee205bd
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,74.7014,stock,500.0,long_time_horizon,6da8564a58c1be98127895479c8767aa
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,15.05155,stock,304.0,med_time_horizon,6d68854af5839cdc3451e369d7493f0f
low_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,2.49836666667,etp,20000.0,short_time_horizon,8e9fba007fda31acc10a7a8034c38894
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,56.1876166667,stock,5.0,med_time_horizon,f59175fe38f9f5e98853efe6e9caefaa
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,106.765116667,etp,1000.0,long_time_horizon,0364f794c1630491067963fee08de762
low_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,20.4975666667,stock,100.0,short_time_horizon,6728e2c4d84d71c182e10b2799e4f306
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,31.1774333333,etp,200.0,med_time_horizon,f25fe89878348b1c81cb864d590bce09
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,23.1584,stock,500.0,long_time_horizon,26c361b6af7464bab75bd55b91860b6e
low_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,83.8301333333,stock,200.0,short_time_horizon,056f2bce1aca9b0679e7146134f01f92
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,10.7370833333,stock,19.38,short_time_horizon,8f7bcd197e3ebb65a4780a502ea1b1c0
high_risk_tolerance,good_investment_exp,not_important_liq_need,Android,2.76991666667,stock,50.0,med_time_horizon,95336f00a24e792903c47057b0ade7fa
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,33.3147333333,stock,1000.0,med_time_horizon,18ea38b0190c952a917f9c2a7a38a603
low_risk_tolerance,good_investment_exp,very_important_liq_need,Android,5.60391666667,stock,500.0,short_time_horizon,5d26092b40d2a8cd5b8eb9523f5f6bff
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,19.7094333333,stock,100.0,short_time_horizon,5c4103eba2ef8e35baa57bace49d758c
low_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,13.6891333333,stock,1000.0,short_time_horizon,f4a6535024dc234560e24949d05ce02c
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,19.7995666667,stock,100.0,med_time_horizon,41d53694c5f8c3fcc589306f6ce28c6d
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,4.3,stock,5.0,long_time_horizon,28e81aeb3bd9524fdbd8cd381293517e
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,1e2e6e16a4ccf9d644c97007cf5ebe28
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,16.145,stock,50.0,long_time_horizon,38195e2a4838bff7fed7bd3297194bf3
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,11.7963166667,stock,1500.0,long_time_horizon,03533bd0bbc4abd794ad22835d993082
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,long_time_horizon,db4fefb04bba4bf2ab71aba2716abe35
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,41.2887833333,stock,100.0,short_time_horizon,494cc4ec82bb40a48b86f752be56e7b1
low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,33.7029166667,stock,10.0,short_time_horizon,9c0a78efe3331efaf8903769921e60ca
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,40.5918333333,etp,1500.0,short_time_horizon,a541737b5ce39d1cac27952aae426b03
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,16.1373833333,etp,500.0,med_time_horizon,c573cbab130f864ad1a3a80e97c95332
med_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,31.5684333333,stock,500.0,short_time_horizon,2b14f5c66d2b16ff7aef2b2991d2e389
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,16.8940833333,stock,10.0,short_time_horizon,2a5c2c3397fd6a3b7cbe6d7e66cefdac
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,2000.0,short_time_horizon,92d7fcd6f40b6d156400003c20f2d927
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,21.7370333333,stock,10.49,short_time_horizon,94ca511432e37f4ee004c7efe5928b9e
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,255.079433333,stock,100.0,short_time_horizon,de6263af9d5d18790896379341185287
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,2a817f4309fc5ccc48a12c230323b8e4
high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,25.6489666667,stock,100.0,long_time_horizon,66453040acfbfaa79fe4fc790326a0db
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,short_time_horizon,7c4cca3706ded5d6158695d4553463f3
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,6.98068333333,etp,500.0,short_time_horizon,2048c468d4b7a7ed61e372d39efdccc6
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,3.6966,stock,100.0,long_time_horizon,6df4829dd6896ae403b669958cac4e20
high_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,0.0,0,3000.0,med_time_horizon,f7e615c7f844b238469357adf3a0b0c6
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,23.1141333333,stock,100.0,short_time_horizon,d73975d8b89c4c3f7117d0fdbd2d6781
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,med_time_horizon,0115888f5e28e3c07fdc17e0fad9e75c
med_risk_tolerance,no_investment_exp,very_important_liq_need,both,48.7477,stock,2000.0,short_time_horizon,4e0972689a7ee96f2146d55ff06d6512
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,11.0508833333,stock,250.0,med_time_horizon,4e933a5a8c60271783b91ad0e7405a5c
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,893a402527a3e806f3678fa6d4f934f4
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,1.76068333333,stock,100.0,short_time_horizon,b42bd28ef20e4000c3b253577d4e3803
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,77.4551833333,stock,2000.0,short_time_horizon,90cbc63da7048d816c1a5a646ff069bc
med_risk_tolerance,limited_investment_exp,very_important_liq_need,both,42.68365,stock,20.0,short_time_horizon,94e9bd25458544ab9c5d473deca82d05
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,56.3909166667,stock,17.76,long_time_horizon,40237ce279ce215e2167ffc30d6e201f
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,Android,27.59625,stock,1000.0,short_time_horizon,db08f991aad373b80ef1e061c3885e35
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,83.963,stock,750.0,short_time_horizon,5729993e42f7fa1d26726bdaa53e2912
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,26.50275,stock,1000.0,long_time_horizon,c7f8e24cb963079bc85841adbc695059
med_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,15.3485166667,stock,200.0,med_time_horizon,53284d700c6c22572b7d4b1aba9ed5b8
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,40.3325833333,stock,20.0,long_time_horizon,1e47959dcc1fa19c625b84de17948125
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,2000.0,long_time_horizon,6e54ff0b267216fbfc31acc356ed064d
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,72.8499333333,stock,5000.0,short_time_horizon,56b4225230a1960db07d9ff34aac802f
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,2.21863333333,etp,40.51,short_time_horizon,070c2588ef4fa5ba6e957db939ac0605
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,0.327716666667,stock,250.0,short_time_horizon,00c3647c1a8bf51bab40326050e3d04d
high_risk_tolerance,extensive_investment_exp,very_important_liq_need,Android,2.73391666667,stock,50.0,short_time_horizon,aaa3fc70621e7c896bd1130d5a5ddfd7
med_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,15.8849833333,stock,10.0,short_time_horizon,ea51109f55329bedef6a1798a1f1d20d
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,Android,0.0,stock,1000.0,long_time_horizon,b125f0e5717d7006a7112344d286b983
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,14.9102,stock,25.0,short_time_horizon,7e8ba6286510d070edbfa34177267c16
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,6.97855,stock,140.0,long_time_horizon,73b14f3cc0fd787b20b9096e5c35cbff
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.77215,stock,50.0,short_time_horizon,329a262c54ce861bcfcfad61437d2fb7
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,20.0,short_time_horizon,b3b05a41c2a186debcb2c4ce15c1f0bf
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,197.606866667,stock,50.0,short_time_horizon,da48adacf68ae187b8fc77e30f9b6be7
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,87.81395,stock,50.0,med_time_horizon,515c506f91c5656bc1ad9aac5232b4a8
high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,0.0,stock,100.0,med_time_horizon,e3634593982be1f71f42f98a854a8624
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,2.74921666667,stock,100.0,short_time_horizon,5087ddb5eecd6c0ebcf348c7c388db52
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,79.2990666667,stock,20.0,long_time_horizon,21bb2663eef8cab26ce97e223be82321
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,0.93415,stock,40.0,short_time_horizon,24f08e5f1125325df597f048943934b4
high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,13.5529666667,stock,1000.0,long_time_horizon,51db5717a060a4fdb09f5c452e0cf2e2
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,135.926666667,stock,1000.0,long_time_horizon,4a2c4fc7def500fdaaae07fdf32c4a3c
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,db1ecaf8f02288657cfca5d575b6327a
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,300.0,short_time_horizon,0faaba6116816dc764aeab5afadf0237
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,10.1015,stock,20.0,short_time_horizon,b8d2e8531e7ccdbc12ec0e9120185447
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,66.36245,stock,500.0,short_time_horizon,e208d86a4fffbe9e12977e0646d87c24
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,3.90195,stock,3000.0,med_time_horizon,fe44981dad6893b42f3e9a208800c760
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,19.5325166667,adr,500.0,short_time_horizon,450eb16c6cd9adbf46fac0a85464bda5
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,11.87705,stock,1500.0,med_time_horizon,e4b680ae233e9aac14b3b2ca5a4bf45b
med_risk_tolerance,limited_investment_exp,very_important_liq_need,both,41.8787333333,stock,3000.0,med_time_horizon,a010921107be046fd40e727db07a2c5d
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,3.26301666667,stock,250.0,long_time_horizon,7bf6c6e913bd2781fa686e1bbb479359
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,36.2691166667,stock,1.0,short_time_horizon,b9fcf3097935ed35f2a0e8f8184f8778
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,4604.0,short_time_horizon,4f9eed3a4923cf6f1a3b0e40cb01e2c3
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,55.5599,stock,1000.0,short_time_horizon,6b0d55baf3399744f580e2b7a788fd20
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,med_time_horizon,1da17d3e39e1e066fa63eec0ece36bbc
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,long_time_horizon,5fd68f848dbdfcae6f3db7483d11cf66
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,20.4437333333,stock,10.0,short_time_horizon,2c53b78fdf9ccef4e7d9d2eff3f747f0
low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,a41a6c86272efb8e9fdffd445f7c825a
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,168.644716667,stock,50.0,long_time_horizon,c9b99e28690a4c51bed1a584db508e38
high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,13.2588166667,stock,5000.0,long_time_horizon,1db91cbf565b82215eda3c828d9a0ae6
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,14.3646166667,stock,15.0,med_time_horizon,17cfaa654eca39090c20d7629cb9951e
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,5.66236666667,stock,100.0,long_time_horizon,dab07b8d129c3be470d4b02eecc40e37
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,37.3352,stock,1000.0,med_time_horizon,1fe442af79a0afa74344cedf1a3f5049
high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,11.7253333333,stock,1000.0,long_time_horizon,886668038291268fed5d5b2e90c4dbdb
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,36.1582833333,stock,100.0,med_time_horizon,cb64db1df51036d2e52247e1fc1157af
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,1.69843333333,stock,100.0,short_time_horizon,61fa885fa62532019b328c684c140c32
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,2df8f60ad9cabe546ff0ef78ffdd299c
high_risk_tolerance,limited_investment_exp,not_important_liq_need,both,10.7276333333,stock,100.0,short_time_horizon,f7b52c1eda853574748b6119191981d9
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,6.39796666667,stock,20.0,short_time_horizon,603c8be5f0a3ddc5eaddd0e7be359db7
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,23.1123833333,stock,100.0,long_time_horizon,578e984f679687b5c2093d86aa278c36
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.1563,stock,50.0,long_time_horizon,c7c908b11a1a2e47e8c074012186718b
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,0.0,adr,500.0,short_time_horizon,29d7a1f2d8465c0d363b6f2a4ca1cf77
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,66.1361833333,stock,50.0,short_time_horizon,4f6ed159278b6cd3f831e276cb935987
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,lp,1000.0,long_time_horizon,2091eb1eff6be6a83b076b59393d05d3
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,12.0103333333,stock,50.0,short_time_horizon,a59ff55b69f8ce2402b794eefaf15420
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,16.8276333333,stock,400.0,short_time_horizon,c21bfe4fd5ca81322be77d7187183df9
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,both,14.9870666667,stock,600.0,short_time_horizon,55915690310576815961f69ec5c1039d
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,short_time_horizon,57cd5a2816c6a1090f806d14f4711a5b
med_risk_tolerance,good_investment_exp,very_important_liq_need,both,0.0,stock,250.0,short_time_horizon,cbfb764959c40b752f5aa97970800b1b
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,23.8886166667,stock,100.0,short_time_horizon,690f2d2ea68b9a0d4b60b9e70023e59a
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,21.0226666667,stock,100.0,long_time_horizon,151e20f8c6d33324779ebad4b1b0dc9c
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.0,etp,100.0,med_time_horizon,12533db2bb22f4eb45660d1fcac32ff6
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,9.10771666667,stock,50.0,med_time_horizon,36a7ba903fcc3ed356276d5342bc933b
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,both,51.1537333333,stock,1000.0,short_time_horizon,8871353037d94930147ea553b51d4cfb
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,24.3033333333,stock,100.0,short_time_horizon,c5886e0a615025b1c8e0ec12c273d913
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,0.0,stock,100.0,short_time_horizon,4af19dae16585734088b74cc2c952d74
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,both,52.4875833333,stock,50.0,short_time_horizon,35573daf1177d3cf334c58cb1a8bbf57
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,a4e7c90fd853b2149bd47820edb1fb9b
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,25.3853166667,etp,1000.0,long_time_horizon,5d149426441131cfdd76b9dadf930b46
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,10.4762166667,stock,500.0,short_time_horizon,91f69e2346d07c1651410166384bfab0
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,47.8611833333,stock,500.0,short_time_horizon,d59e8bb550cee2f8c0e0c6cd0ad7efad
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,8.74941666667,stock,200.0,short_time_horizon,7a08636c6a40dbbc1d61050811637b71
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,5000.0,med_time_horizon,d716b3068c89d8582a9ef4ae79af62d2
low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,7.67655,stock,20.0,short_time_horizon,b22e4ebb48d61e9b4644f334e26668cb
low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,24.2675666667,stock,20.0,short_time_horizon,bc542c0235354403a6546efcbef7ffc1
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,adr,1000.0,short_time_horizon,643089434db1d9c67159b94a3043c0a8
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,26.05505,stock,1000.0,short_time_horizon,83edb5367f5752167295aafa0b8664c7
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,d432b3d2e2f641f4b9ca9242e53b55ea
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,0.0,etp,1000.0,short_time_horizon,e215e60142b20592cf1497f240af26df
high_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,34.4786,stock,380.0,long_time_horizon,1e1518f4a8f8e3e1d3c7c16c470d1d09
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,8.54865,stock,100.0,med_time_horizon,5f72c27c9d9bced1d73fcda3ebf90a6c
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,adr,1000.0,short_time_horizon,e9374e08678c592d61c47a2ab4448c02
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,11.9244,etp,200.0,long_time_horizon,c33438d1852111a0a8a508725f85e997
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,32.3406333333,stock,50.0,short_time_horizon,f4c622b140806244fd07da74e74d607c
high_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,7.87748333333,stock,6000.0,long_time_horizon,9301ec27ef93b792f2b7a3aaa26145c7
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,19.3752166667,stock,2000.0,short_time_horizon,a7db75b268e9b27b645a3f3d07bae34a
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,17.6143833333,stock,1000.0,short_time_horizon,01c752250b140708c71da7c40d29b04a
