delivery_id,predicted_duration
187324,2080.985400685424
17377,3260.184537018224
154416,1638.7027980498926
115361,2102.458862194126
225212,1656.0269348242878
24336,1749.5626649442002
16953,3059.56275003457
118741,1982.1242146220354
157401,2025.1242857088268
227922,2078.726675921444
207860,2087.064429777615
117239,2087.064429777615
130016,2120.8406235906255
214671,1704.0538651771199
61394,2212.175023221662
93158,2002.0074756940057
38743,2093.6412504319624
138182,2060.7092404720106
95387,1982.5578376591136
143957,1947.0841861791198
26910,2054.2786574874817
110695,1661.8582038990949
43992,2803.3155404604972
41822,2059.527035343806
168831,2025.1242857088268
202769,1930.6421406843494
122065,3053.1869733293174
111450,2078.566543869338
89389,2027.8377766986437
132469,1687.9229772040715
10386,1708.2684973333064
67343,1838.407918839336
77284,3102.8680959499547
150898,2059.679989861177
123846,2012.6831246966647
153866,2076.09795506763
200300,2093.315013642939
202249,2086.1356732289314
133817,1998.671569854902
205736,1815.6993083156458
71610,1671.6046455056428
53428,2101.719613285785
107742,4243.488993601553
148350,3524.340817838242
113981,3306.8506706883054
171074,3524.795927351191
168717,3584.0458624771873
238804,3303.6349221747423
20498,3832.247833240799
86477,3415.7161470062897
224510,3534.35893661045
130095,3307.2103543671997
9734,3522.8602148511904
181078,3552.401738200811
53194,3324.308695860821
79806,3146.6859028282292
93539,3203.225508900091
196273,3553.204526108972
111810,3340.7146525046173
122648,3351.679477349208
110885,3832.247833240799
41400,3353.1220500666263
13342,3514.7778085789823
49799,3832.247833240799
224942,3158.873743029701
108701,3832.247833240799
131192,3584.0458624771873
158109,3524.795927351191
227383,3324.308695860821
46732,3557.734683108218
194171,3306.8506706883054
11813,3306.8506706883054
24984,3584.0458624771873
99780,3308.8570848297195
2375,3546.4219328553604
177189,3306.8506706883054
13337,3378.0644866643797
70363,3557.734683108218
143454,3524.795927351191
91005,4247.501386957701
249377,3400.2290382527435
167745,4256.226827396524
120720,3400.2290382527435
43144,3584.8486503853487
242194,3552.401738200811
213021,3340.652884670618
153895,4242.769201018926
33648,3553.204526108972
85027,3305.6413363161564
194350,3557.734683108218
151053,3366.6576248598412
50361,3353.1220500666263
156244,3832.247833240799
160799,3303.6349221747423
182802,3841.8108425000582
54293,3524.795927351191
98274,3552.401738200811
220682,3324.308695860821
210125,3303.6349221747423
27277,3832.247833240799
75553,3352.254832773219
64674,3316.928626426237
190210,3149.8337766735935
184378,3539.137690413932
11836,3306.8506706883054
123328,3531.860709232006
54741,3541.7805695942593
65092,3821.496863079701
35465,3306.8506706883054
173055,3303.6349221747423
52008,3348.3045329047636
92466,3682.2314160295973
48156,3552.401738200811
120500,3832.247833240799
92261,3324.308695860821
60647,3146.2387731985996
250897,3411.8737687696307
181315,3402.659036594722
149949,3553.204526108972
19208,3524.795927351191
121084,3524.795927351191
780,3348.780019961655
94397,3308.8570848297195
127349,3524.795927351191
41269,3352.254832773219
102195,4242.769201018926
17294,3534.35893661045
29632,3222.4195746749265
60260,3524.795927351191
94501,3316.4136799475646
133651,3522.8602148511904
6689,3608.6855313706988
68689,3683.230130128921
141763,3378.0644866643797
183816,3340.652884670618
224723,3832.247833240799
235681,3531.7762669455556
213973,4256.226827396524
137505,3303.6349221747423
177410,3832.247833240799
63712,4242.769201018926
122987,3552.401738200811
159208,3832.247833240799
157858,3324.308695860821
151700,3378.0644866643797
43738,3552.401738200811
72037,3305.2746418671995
228968,3324.308695860821
166428,3149.8337766735935
72868,3306.8506706883054
162738,3832.247833240799
164429,4247.501386957701
192952,3524.795927351191
143420,3552.401738200811
129832,3306.8506706883054
42135,3542.297234082648
75199,3524.795927351191
27398,4256.226827396524
197656,3524.795927351191
206242,3584.8486503853487
208378,3552.401738200811
41676,3534.35893661045
88446,3150.1559511136434
63930,3205.4176385297205
139138,3353.1220500666263
74061,3174.9886802788883
73759,3556.440051627568
137383,3353.1220500666263
52766,3841.8108425000582
26452,4227.905800969766
181883,3158.873743029701
171761,3303.6349221747423
5858,3524.795927351191
205275,3304.906377978311
21980,3537.6665573700425
192765,3524.795927351191
41354,4230.451189145586
219303,3910.0100128736176
64207,3553.204526108972
219654,3306.8506706883054
103381,3823.1039922463683
110182,3324.308695860821
74370,3324.308695860821
181321,3303.6349221747423
133461,3203.4329559900384
60003,3553.204526108972
87105,3174.9886802788883
101079,3818.236662865056
154674,3148.73185896858
190749,3408.0394725962105
145945,3542.3836194286023
6094,3303.6349221747423
167930,4237.468810229025
102096,3203.4329559900384
182128,3158.873743029701
157081,3541.7805695942593
122581,3552.401738200811
29245,3841.8108425000582
4434,3308.8570848297195
115274,3514.7778085789823
97978,3306.8506706883054
233811,3806.0037850151143
162674,3810.1822317539627
173510,3841.8108425000582
116852,4227.905800969766
74545,3306.8506706883054
187109,3611.743864704032
153928,3348.3045329047636
121066,3522.8602148511904
225743,3556.440051627568
27029,3348.3045329047636
171565,3351.679477349208
130915,3584.0458624771873
108961,3811.453763740495
67070,3552.401738200811
228923,3308.8570848297195
101290,3306.8506706883054
72462,4168.150267551393
8770,3584.0458624771873
163273,3321.0929473472575
13920,4248.651774581527
215314,3303.6349221747423
64563,3149.902239454108
105233,4237.468810229025
90497,4242.769201018926
61098,3306.8506706883054
156353,3832.247833240799
42496,3901.65034766134
51313,3316.4136799475646
101584,3524.795927351191
156298,3832.247833240799
146351,3308.8570848297195
196045,3524.795927351191
34753,3316.4136799475646
152790,4256.226827396524
39740,3306.8506706883054
57366,3541.7805695942593
90370,3552.401738200811
32105,3832.247833240799
143101,3351.679477349208
75785,3307.2103543671997
79110,3303.6349221747423
211392,3307.2103543671997
26894,3553.204526108972
29699,4213.182940967532
163464,3524.795927351191
67074,3832.247833240799
162966,3307.2103543671997
164573,4258.9457806985
111930,3514.7778085789823
79743,3203.4329559900384
140504,3303.9946058536366
129176,3552.401738200811
50319,3552.401738200811
74898,3303.6349221747423
47109,3408.0394725962105
56247,3150.2387914304536
105116,3553.204526108972
9757,3307.2103543671997
132098,4227.905800969766
227345,4268.316645484604
195855,3832.247833240799
178879,3811.453763740495
111704,3508.0824989956495
195786,4165.499310723048
77571,4227.905800969766
70105,3567.8799415225235
35895,3542.297234082648
131571,4241.673078814585
191979,4256.226827396524
178967,3432.5734306718077
12214,3306.8506706883054
25074,3306.8506706883054
130754,3148.9094028282293
215697,3357.344499260871
29696,4247.501386957701
59801,3308.8570848297195
44594,3556.440051627568
8269,3308.8570848297195
79058,3378.0644866643797
157724,4254.118646715417
33442,3203.781239453543
226737,3538.663196976861
23573,3556.440051627568
169931,3306.8506706883054
183535,3522.8602148511904
147302,3146.010573006488
206321,3524.795927351191
61542,3584.0458624771873
145396,4145.704128684728
38488,3524.795927351191
72905,4243.488993601553
153256,3552.401738200811
110809,3306.8506706883054
125980,3306.8506706883054
223484,4165.499310723048
216276,3306.8506706883054
165919,4282.96396016625
183954,3203.4329559900384
152625,3552.401738200811
49441,3524.795927351191
122137,4275.504986470342
234437,3357.344499260871
58270,4268.943625574691
211752,3316.4136799475646
6680,3562.767535368231
164861,3316.4136799475646
64280,3524.795927351191
219931,3512.1849426733843
4474,4220.723894559509
95408,3305.2746418671995
169989,4168.150267551393
187702,3552.401738200811
157384,3524.795927351191
49302,3306.8506706883054
170433,3541.061766452414
8371,4220.364847377788
147189,3306.8506706883054
209267,3552.401738200811
142755,3811.453763740495
128717,3524.795927351191
225756,3573.424693870637
67714,3531.7762669455556
130398,3832.247833240799
56237,3584.0458624771873
181520,4227.905800969766
231751,3830.640704074132
200438,3556.440051627568
181309,4241.9097529707715
99711,3306.8506706883054
109528,3627.809089834142
40327,3524.795927351191
239873,3552.401738200811
202931,4227.905800969766
70384,3557.734683108218
142664,3534.35893661045
115133,4227.905800969766
133932,3301.6906294647474
3554,3306.8506706883054
49075,3306.8506706883054
76329,4241.673078814585
222461,3306.8506706883054
172067,3538.663196976861
66319,3524.795927351191
2833,4310.816854911125
140141,3295.737741597222
109779,3557.734683108218
175692,3539.934728963392
185965,3369.5387338075147
174584,3810.1822317539627
181869,3144.6252293389502
229819,3832.247833240799
67599,3146.6859028282292
79153,4185.950432925782
20666,3524.340817838242
242866,3306.8506706883054
244537,3369.5387338075147
69591,3203.225508900091
164440,3552.401738200811
172030,3146.2387731985996
77633,3552.401738200811
229896,3324.308695860821
119588,3567.8799415225235
40482,3321.0929473472575
187261,4247.501386957701
158128,3546.9302406185957
200796,3524.795927351191
140619,3584.0458624771873
141096,3316.4136799475646
208631,3308.8570848297195
203248,3832.247833240799
236886,3832.247833240799
158025,3524.795927351191
230789,4168.19920545989
139979,3832.247833240799
70262,3832.247833240799
24003,3148.9094028282293
59779,3552.401738200811
120562,3531.860709232006
26428,3306.8506706883054
1692,3814.353221128048
63095,3525.0127975874393
35535,4227.905800969766
34249,3567.8799415225235
105858,3832.247833240799
118774,3524.795927351191
239837,3823.686641590436
33410,3435.5861080072373
207347,3524.795927351191
117470,3203.225508900091
41397,3307.2103543671997
3421,3524.795927351191
234751,3544.276759068364
239410,3308.8570848297195
83708,3306.8506706883054
131049,3556.440051627568
89654,3304.906377978311
130658,3552.401738200811
180573,3306.8506706883054
241240,3810.1822317539627
36370,3524.795927351191
30434,3810.1822317539627
99307,3553.204526108972
16543,3561.96474746007
105664,3306.8506706883054
1893,3307.2103543671997
148194,3832.247833240799
72821,3503.7532817152282
49643,3524.795927351191
101622,3148.9094028282293
50085,3534.35893661045
187401,3562.767535368231
15068,3149.8337766735935
99478,3347.508487975123
73376,3295.737741597222
171885,3321.0929473472575
164550,3552.401738200811
249872,3304.906377978311
111774,4185.950432925782
182074,3553.204526108972
213763,3832.247833240799
171581,3832.247833240799
7044,3534.35893661045
197003,4241.673078814585
35345,4230.451189145586
2153,3848.1329062909026
231422,3357.344499260871
61226,4266.340892731554
94606,3534.35893661045
152478,3620.084319101163
35974,3307.2103543671997
135732,3524.795927351191
110602,3316.4136799475646
201352,3832.247833240799
196407,3308.8570848297195
238929,3553.204526108972
25853,3305.2746418671995
28632,3841.8108425000582
140475,3142.8626991611236
127513,3306.8506706883054
94194,3524.795927351191
84866,4242.769201018926
10519,4256.226827396524
11174,3553.204526108972
213892,4241.673078814585
180334,3832.247833240799
184709,3357.344499260871
75108,3306.8506706883054
53934,3522.8602148511904
174130,3573.424693870637
29657,3542.297234082648
238885,3316.9272028151254
81264,3862.2658923542695
124733,4241.9097529707715
117135,3369.5387338075147
248158,3552.401738200811
210556,3308.8570848297195
130950,3524.795927351191
192674,3524.795927351191
138955,3823.1039922463683
90397,3513.999291730692
26135,4266.340892731554
161781,3534.35893661045
90130,3348.3045329047636
41332,3557.734683108218
59501,3515.3219677102156
149027,3306.8506706883054
239520,3524.795927351191
111478,3627.809089834142
48825,3523.7371990799716
47906,3306.8506706883054
20983,3553.204526108972
55253,3832.6670015056275
131986,3348.780019961655
92950,3306.8506706883054
160415,3524.795927351191
248646,3306.8506706883054
181778,3528.401322501111
92062,3541.7805695942593
220120,3396.632610791672
191164,3524.795927351191
105634,3516.597566217683
141854,3308.8570848297195
172016,3411.097805929544
232826,4220.364847377788
71441,3308.8570848297195
165838,3832.247833240799
73591,3823.686641590436
228354,3542.3836194286023
209614,3357.344499260871
112543,3304.906377978311
10602,4227.905800969766
75856,3832.247833240799
162979,3553.204526108972
42916,3811.453763740495
176802,3862.2658923542695
119641,3830.640704074132
197380,3832.247833240799
34574,3307.2103543671997
234904,3524.795927351191
136654,3316.4136799475646
175269,3351.7880433043256
170891,3853.1220513598396
50157,3324.308695860821
9124,3597.194258502913
32030,3513.999291730692
223263,3324.308695860821
152191,3307.2103543671997
178206,3915.2412650214337
3539,3848.1329062909026
102752,4285.311419549221
167120,3625.270111690353
184346,3205.4176385297205
70431,4242.769201018926
240474,3157.1777013630344
52190,3524.795927351191
125058,3306.8506706883054
233165,3551.268813608972
116268,3810.1822317539627
52847,3531.860709232006
73287,3151.3510991227613
172925,3553.204526108972
143239,3832.247833240799
162511,3355.6484575942045
70429,3514.7778085789823
240348,3542.3836194286023
213578,3547.71656433601
57268,3316.4136799475646
165533,3832.247833240799
189912,3552.401738200811
120512,3308.8570848297195
171140,3832.247833240799
154584,3425.1323273716603
213543,3557.734683108218
149474,3522.8602148511904
28452,3316.4136799475646
199189,3306.8506706883054
29967,3832.247833240799
186977,3522.8602148511904
18159,3306.8506706883054
177538,3316.4136799475646
108325,3524.795927351191
121977,3823.1039922463683
21453,3552.401738200811
222976,3832.247833240799
232856,3862.2658923542695
195968,3832.247833240799
243386,3832.247833240799
187957,3535.6541800143696
141608,3524.795927351191
187284,4168.150267551393
56490,3552.401738200811
213589,3524.795927351191
12910,3557.734683108218
8601,3524.795927351191
180147,3573.424693870637
56769,3524.795927351191
175896,3306.8506706883054
47447,3584.8486503853487
93433,3525.0127975874393
154136,3524.795927351191
60994,3347.508487975123
29862,4227.905800969766
39644,3832.247833240799
34109,4266.340892731554
94731,3150.2387914304536
45572,4300.0424198633145
97343,3524.795927351191
166766,3306.8506706883054
56404,3408.0394725962105
187255,3524.795927351191
5586,3313.1979314340015
186802,3143.111115618935
55855,3349.3247730971743
127080,3306.8506706883054
62212,3303.9946058536366
207369,3305.6413363161564
158531,3522.8602148511904
92996,3524.795927351191
86058,3306.8506706883054
204177,3150.1559511136434
88958,4241.9097529707715
2185,3203.4329559900384
65333,3306.8506706883054
115764,3528.876809558002
58256,3823.1039922463683
89288,3306.8506706883054
210553,3305.2746418671995
221067,4241.673078814585
187823,3306.8506706883054
177579,3354.2343577589345
179666,3524.795927351191
173386,3308.8570848297195
160899,3347.508487975123
36490,3556.440051627568
127186,3302.0588933536364
27670,4204.27676458982
8834,3823.1039922463683
129906,3324.308695860821
127632,3339.3813526840863
168667,3524.795927351191
230251,3524.795927351191
182138,3539.137690413932
86498,3378.0644866643797
109523,3316.4136799475646
202760,3408.0394725962105
49323,3316.4136799475646
220636,3324.308695860821
250146,3556.440051627568
10981,4280.390071277361
134630,3505.5786567152286
150848,3553.204526108972
230839,3524.795927351191
206247,3306.8506706883054
12578,3303.6349221747423
149572,3832.247833240799
163179,3832.247833240799
73887,4166.272201833064
118310,3149.8337766735935
1028,3561.96474746007
35540,4241.673078814585
95124,4243.488993601553
75130,3145.0861991611237
193881,3155.0505393625954
111460,3200.8131469838277
184009,3524.795927351191
70241,3222.4195746749265
60511,3610.4335278101717
20213,4242.769201018926
92552,3619.218115397459
71422,3347.508487975123
107047,3524.795927351191
81661,3357.344499260871
102105,3524.340817838242
222588,3832.247833240799
163143,3534.35893661045
207976,3832.247833240799
248938,3821.496863079701
91746,3524.795927351191
2975,4256.226827396524
23276,3306.8506706883054
77340,3552.401738200811
131288,3542.3836194286023
18682,3316.4136799475646
129656,3405.358090256674
202144,3348.780019961655
222617,3553.204526108972
180391,3198.828464444145
110923,3535.6541800143696
215948,3324.308695860821
219413,3553.204526108972
112540,3435.9499469490215
95624,3534.35893661045
83316,3541.7805695942593
53862,3524.795927351191
167293,3832.247833240799
69646,3534.35893661045
74633,3306.8506706883054
150699,3542.9981047038114
156734,3316.4136799475646
229690,3308.8570848297195
203398,3853.1220513598396
158386,3340.7146525046173
169868,3552.401738200811
70776,3306.8506706883054
85247,3306.8506706883054
95081,3306.8506706883054
18048,3205.4176385297205
107624,4168.19920545989
219950,3656.5451856385794
4740,3552.401738200811
39357,3144.6252293389502
177118,3306.8506706883054
74132,3411.097805929544
232581,3584.0458624771873
40783,4266.340892731554
14234,3306.8506706883054
210200,3539.934728963392
230415,3303.6349221747423
83469,3149.8337766735935
78604,3170.3841887329945
42894,3862.2658923542695
13269,3539.934728963392
110665,3841.8108425000582
90430,4282.96396016625
56075,4243.488993601553
55412,3524.795927351191
5416,4254.118646715417
83834,3226.4348239936426
5915,3552.401738200811
232032,3357.344499260871
174450,3551.343578853519
3966,4256.226827396524
182755,4176.203188062653
88241,4217.734390967418
235271,3174.9886802788883
88387,3203.4329559900384
12398,3324.308695860821
169003,4252.199898027526
20011,3302.0588933536364
162187,3356.0755221788036
38827,3306.8506706883054
188789,3306.8506706883054
134985,3656.5451856385794
152222,3832.247833240799
221661,3556.440051627568
23994,3316.4136799475646
108608,3347.508487975123
227680,3514.7778085789823
97902,3348.780019961655
225343,3524.795927351191
14350,3303.6349221747423
224989,3306.8506706883054
170378,3324.308695860821
226148,3584.8486503853487
229943,3149.8337766735935
39612,3535.7452471905513
28824,3823.1039922463683
177492,3308.8570848297195
231075,3307.2103543671997
243627,3524.795927351191
109893,3304.906377978311
238098,3198.828464444145
17571,3539.0975872393287
173722,3306.8506706883054
155343,3556.440051627568
242407,3305.2746418671995
101972,3343.552342058171
77464,3841.8108425000582
157954,3862.2658923542695
84220,3304.906377978311
207465,3205.4176385297205
162490,4242.769201018926
7125,3552.401738200811
240823,3308.8570848297195
153043,3524.795927351191
45428,3552.401738200811
242395,3534.35893661045
69017,3524.795927351191
190915,3524.795927351191
61005,3853.1220513598396
21779,3348.780019961655
20305,4243.488993601553
240899,3514.7778085789823
123189,3146.6859028282292
138213,3830.640704074132
88883,3351.679477349208
6408,3203.225508900091
105006,3552.401738200811
173299,3308.8570848297195
157145,3524.795927351191
65729,3552.401738200811
84312,3324.308695860821
227402,3832.6670015056275
18352,3307.2103543671997
24750,3512.8420960789826
221872,3602.165907392185
224339,3622.2764487307923
243793,3352.2153638974905
21212,3524.795927351191
104934,3203.225508900091
146394,3321.0929473472575
205990,3524.795927351191
126806,3340.652884670618
80922,3316.4136799475646
74393,3306.8506706883054
6837,3832.247833240799
81140,3306.8506706883054
2969,3823.1039922463683
19760,3524.795927351191
243330,3524.795927351191
147109,4204.996557172448
157398,4159.96614001134
205197,4242.769201018926
158775,3832.247833240799
83321,3542.3836194286023
6276,3524.795927351191
167622,3306.8506706883054
31860,3832.247833240799
239965,3524.795927351191
9704,3513.999291730692
202818,3306.8506706883054
219767,3832.247833240799
29322,3524.795927351191
181286,3524.795927351191
250939,3306.8506706883054
143281,3514.7778085789823
109512,4204.27676458982
146340,3551.268813608972
161629,3556.440051627568
128708,3306.8506706883054
98559,3316.4136799475646
140764,3552.401738200811
115628,3432.5734306718077
122745,3524.795927351191
121239,3306.8506706883054
170660,3306.8506706883054
113536,3348.999615383927
137944,4308.820617537387
223089,3830.640704074132
55700,3841.8108425000582
32164,3524.795927351191
71742,3832.247833240799
160142,3324.308695860821
105278,4241.9097529707715
172156,3841.8108425000582
173931,3307.2103543671997
208399,3306.8506706883054
183590,3524.795927351191
27462,3524.795927351191
85490,4242.769201018926
94211,3348.780019961655
94563,3584.0458624771873
71214,3158.873743029701
137497,3324.308695860821
105104,3303.6349221747423
242010,3561.96474746007
75451,3306.8506706883054
117768,4185.950432925782
247244,3841.8108425000582
20942,3378.0644866643797
26083,3306.8506706883054
230269,3536.129667071262
60517,3586.8050377179993
78704,3841.8108425000582
166314,3832.247833240799
79550,3348.780019961655
139667,3841.8108425000582
165424,3832.247833240799
207382,3841.8108425000582
68986,3538.663196976861
116290,3823.1039922463683
140016,3841.8108425000582
160788,3408.0394725962105
233829,3556.440051627568
75909,3436.4077268452274
14468,3306.8506706883054
14729,3306.8506706883054
146696,3316.4136799475646
19351,4217.734390967418
11998,3541.7805695942593
15644,3551.268813608972
217711,3552.401738200811
156724,4308.820617537387
245743,4268.943625574691
212732,3514.7778085789823
162610,3656.5451856385794
144999,3602.028270149074
61620,3522.8602148511904
107106,3832.247833240799
44146,4241.9097529707715
97778,4241.673078814585
64038,3146.0790357870023
65464,3524.795927351191
212039,3832.247833240799
72730,3306.8506706883054
87822,3524.795927351191
32709,4243.488993601553
65551,3553.204526108972
19189,3556.440051627568
125073,3306.8506706883054
201378,3306.8506706883054
78398,3307.2103543671997
229443,3531.860709232006
217716,3308.8570848297195
148871,3158.873743029701
121745,3351.679477349208
77137,3361.2911435962906
70203,3302.0588933536364
40947,4204.27676458982
17185,3524.795927351191
26256,3584.0458624771873
24689,4176.957802012546
224665,4241.673078814585
111791,3420.734451881357
213867,4258.682571444143
765,3306.8506706883054
188566,3552.401738200811
208677,3400.2290382527435
185303,3561.96474746007
224208,4254.118646715417
216883,3306.8506706883054
196744,3616.929657293222
199279,3306.8506706883054
203844,3832.247833240799
141831,3830.640704074132
138965,3821.496863079701
51835,3203.4329559900384
180519,3307.2103543671997
29459,3841.8108425000582
198268,4227.8484563024485
85721,3832.247833240799
142411,3832.247833240799
164035,3306.8506706883054
106307,3557.734683108218
163836,3352.254832773219
24850,3524.795927351191
83028,3435.6317640051407
136885,3832.247833240799
35878,3305.2746418671995
244033,3512.8420960789826
98499,3157.1777013630344
178834,3524.795927351191
36097,3306.8506706883054
